fips,agriculture,construction,manufacturing,wholesale_trade,retail_trade,transport_warehouse_utilities,information,finance_insurance_realestate,prof_scientific_waste,edu_health,arts_recreation,public_admin,other,year
5089,11188,21635,24065,42083,16898,26148,28000,30000,16655,24512,11111,26250,20625,2015
5091,29125,32043,40669,26690,18006,39543,26571,27917,40554,31311,35938,39286,24557,2015
5093,25714,29000,34601,38054,17588,40958,31875,30666,15000,25533,35260,30809,22938,2015
5095,24441,36607,30286,30950,16250,24708,NA,19196,43913,22305,32727,31955,20385,2015
5097,20625,26719,24375,25625,16750,33317,4583,29500,54583,30097,20729,30701,22098,2015
5099,23750,26750,28103,6614,16088,36354,NA,43750,NA,23441,NA,40833,14984,2015
5101,21989,18897,23867,30469,20134,41052,36500,12014,58750,17692,"2,500-",30536,10789,2015
5103,16771,29464,40359,34853,16370,40921,27250,21548,30417,22072,"2,500-",23091,21326,2015
5105,20167,27017,37000,29634,23150,40769,36953,23994,38906,37286,13750,31307,25804,2015
5107,31189,24286,26970,34323,19909,42500,22708,58100,32214,28456,21008,24782,13162,2015
5109,25208,25896,24573,17297,21859,40125,9107,21955,20000,34438,19375,32146,15446,2015
5111,27235,26804,31517,42163,20503,40563,23831,31813,27708,26589,7250,26520,23716,2015
5113,21226,22243,22450,12467,20652,41583,13500,26650,36875,26453,9000,29643,19103,2015
5115,23684,31434,30058,35217,14091,59606,39286,22537,25765,25636,4618,30117,21231,2015
5117,29000,31394,39464,35250,21581,40833,NA,25750,34219,23777,NA,30694,27857,2015
5119,25609,27121,37997,45712,21752,45362,45145,41244,52261,35687,20896,43671,26772,2015
5121,22169,29511,25917,38598,20693,43472,18438,31528,16131,31691,NA,31534,19081,2015
5123,21100,28125,27240,23587,22908,28293,17112,23571,63438,24379,31563,39350,22428,2015
5125,10610,34825,43359,45980,25172,50475,49634,36106,42192,36953,10727,43481,23098,2015
5127,32159,25089,23147,31467,17083,62500,33958,27583,55991,20985,NA,34250,19479,2015
5129,12177,31563,25139,22083,16110,38611,NA,25625,50057,27898,NA,30000,7000,2015
5131,21903,30442,29903,34057,17650,47958,28979,33052,32356,29073,19219,40072,21342,2015
5133,27051,32319,25629,28500,15703,41188,43088,25341,22337,25917,NA,44000,22500,2015
5135,15184,31189,27212,28768,19620,48050,50882,19926,24632,20953,30673,35326,28152,2015
5137,15650,26086,19083,6250,12108,36875,NA,17206,42773,30333,4435,31786,20284,2015
5139,24936,25438,50071,36750,18798,46173,30722,27114,51071,29136,14006,27328,17288,2015
5141,20833,20724,35000,32075,19016,46154,NA,21771,38750,23667,20139,27996,22500,2015
5143,23098,27540,32183,43117,23278,41576,40359,32325,46452,31307,13003,39386,20315,2015
5145,22143,36865,35151,40926,18865,42744,45129,33933,43101,28935,7135,33920,22388,2015
5147,18333,30938,31635,38906,15096,23750,NA,41719,NA,21158,9554,29139,25875,2015
5149,25610,30977,27641,21932,19526,52257,31667,34464,29914,28107,30521,30026,24375,2015
6001,23032,41741,60582,47224,26189,49255,70904,59842,82328,42230,24429,67617,26434,2015
6003,NA,47500,31250,NA,14107,31875,NA,NA,16932,43750,9750,46071,28971,2015
6005,34635,33889,31429,39821,21802,60321,75278,39196,58403,38782,25577,53857,22054,2015
6007,27301,30537,37168,42411,20200,53348,45302,34315,34113,31044,18194,46673,20010,2015
6009,32283,44194,42667,47468,24458,60531,48359,46648,50788,35093,22091,54836,31538,2015
6011,27686,46132,24741,27786,21591,45586,36625,31602,32384,33125,26756,50927,32344,2015
6013,19609,46442,71026,57539,26175,57410,74992,65976,80437,44726,22057,72255,24381,2015
6015,21042,27500,18561,6413,18881,39318,57660,31250,60755,32550,15895,57863,15685,2015
6017,31932,37928,68066,63917,24116,61852,51736,53167,66116,42443,23239,73193,21185,2015
6019,15460,33175,30381,30924,20868,40186,39425,38212,45124,33570,17712,52120,20987,2015
6021,26257,38750,26446,25341,25453,51702,31154,37708,37259,29021,30521,36471,25336,2015
6023,31367,30498,37035,29712,19362,44491,31786,36705,33519,26393,18438,49286,20028,2015
6025,20958,30762,27727,23200,19257,49423,36899,33852,31846,27380,16618,61806,17772,2015
6027,26848,43646,19028,30750,22051,72917,50375,44219,33125,36422,26944,50896,13722,2015
6029,16725,36579,35773,32771,20792,41887,39847,36404,47928,31451,19665,65551,20100,2015
6031,23943,30202,35774,32050,19614,46879,28889,34048,42852,31169,23065,50928,19739,2015
6033,16074,30840,29595,31130,20836,51750,51058,33809,25863,26676,23085,50398,16173,2015
6035,27083,35000,44554,16750,26006,52500,25709,42400,30625,30685,11094,60109,23333,2015
6037,19297,28028,32380,33822,21771,37357,56712,46479,57420,36012,29990,57844,20038,2015
6039,17768,35731,34330,30725,19534,41636,44313,38885,41094,31034,22024,58257,23314,2015
6041,19492,40848,76048,76631,33348,54738,91445,89355,94396,52298,31962,71397,25533,2015
6043,40167,23404,41597,35781,25262,38529,"2,500-",42656,35673,31771,31283,60903,23203,2015
6045,21161,34004,32853,36532,21948,36091,46975,26781,34808,28942,14474,41786,23887,2015
6047,22253,33026,28539,27370,20262,42489,38831,32131,38611,29028,9328,48168,22723,2015
6049,24219,30625,28611,22702,25160,27083,9239,22045,31979,18250,NA,41731,21563,2015
6051,52100,37125,99583,NA,23482,54750,NA,35754,37361,40024,30458,55790,25938,2015
6053,18835,32617,32659,31424,20980,43643,43341,45004,49583,39038,25282,61518,21430,2015
6055,30436,40753,48186,47554,23911,54162,43063,46318,58200,40984,26857,66370,20540,2015
6057,24286,43514,41968,38393,23899,52985,36117,40519,48826,36758,23960,59462,20705,2015
6059,21649,37445,49032,48880,24064,50335,54686,54591,62321,41868,21287,72811,21212,2015
6061,26932,45620,63628,57440,25891,58288,61688,58783,65652,48914,24588,71885,25732,2015
6063,47451,35429,44577,43438,17690,55536,68000,24878,76121,32043,33494,48030,13376,2015
6065,19061,35760,39789,39525,22823,41609,45497,41991,50678,34331,25023,63828,21695,2015
6067,23196,35423,45816,40592,21994,45959,47309,43513,55101,38647,21104,58378,21154,2015
6069,20139,43083,41385,32582,24513,44321,41167,53648,52083,43822,17794,69831,25177,2015
6071,20251,37420,36066,34500,21440,39996,46557,39455,41856,35670,18643,56368,21383,2015
6073,21448,36781,54101,40991,22463,45311,59481,46442,61413,38960,23210,60525,21501,2015
6075,22388,41663,65248,55616,33964,50760,83666,83144,85762,47471,33377,67494,27226,2015
6077,20419,40210,40421,33133,22293,41609,50635,38427,51454,34204,16888,59480,21255,2015
6079,26593,41465,40180,35726,21097,54799,39835,44898,47105,35792,17332,67104,20404,2015
6081,25720,43015,79563,50459,27186,47532,87043,69261,92903,49426,28580,78821,25911,2015
6083,19732,35043,47546,41593,20852,45088,50162,46242,61205,34786,23214,64275,21955,2015
6085,22303,38870,88743,58670,25991,47809,103377,58707,97806,43192,22059,66218,24005,2015
6087,20106,41787,61427,42710,21735,50422,48790,45905,58827,38198,17245,67837,20664,2015
6089,32336,40368,35142,37083,24850,48653,41116,38508,38519,31407,19792,44609,21946,2015
6091,75324,40913,31979,NA,24952,21629,22917,NA,44000,22708,NA,106100,NA,2015
6093,25073,31250,36523,21723,18417,41010,31900,24422,30714,28166,12339,49085,15160,2015
6095,19775,42372,51045,42243,19341,53412,45855,46190,60988,40470,18213,63144,23044,2015
6097,24197,41429,43542,48544,23762,52133,52989,51563,52952,40463,23469,68830,25532,2015
6099,22470,37432,38804,35946,22119,40731,46164,40299,40272,35686,15076,51980,22732,2015
6101,23425,36287,40349,30313,24143,47765,55750,40479,56453,33817,24856,50984,20238,2015
6103,26302,40846,36882,25161,25351,39650,35474,43635,32813,26997,25377,43070,22169,2015
6105,22031,38385,17917,30977,18669,42083,NA,26973,45192,31011,10361,41292,12240,2015
6107,14247,34665,31435,26564,20107,37055,32158,34595,44635,32014,17244,54771,21933,2015
6109,36950,28047,46172,41042,22593,48601,46250,37424,36641,34957,27176,65509,25156,2015
6111,17000,40148,49924,40507,22204,49980,64225,53379,70220,38446,22982,75421,22029,2015
6113,22114,37656,36807,37214,22583,50228,40174,41290,54044,35231,20920,64467,22867,2015
6115,22032,35134,36016,44509,21259,55739,36411,31091,39265,32488,22226,47334,20947,2015
8001,24984,35342,39466,40996,24637,44165,50316,39994,56140,34962,19390,55633,22107,2015
8003,21875,36328,19265,32147,18026,43438,37321,23750,25227,28508,11354,49889,19750,2015
8005,22325,35342,51911,46778,25434,43634,54860,50105,63154,37958,18892,56614,25322,2015
8007,31932,23246,78472,68563,19707,35568,22250,31667,60660,26830,25786,38636,25455,2015
8009,27083,26635,25556,50208,25625,24750,NA,72692,32273,23958,18929,43047,27763,2015
8011,33553,41250,17708,48125,27083,32500,39028,40833,13250,40000,NA,29149,20625,2015
8013,26686,36860,70966,46905,22618,42425,62494,49197,73542,33249,13081,65524,18569,2015
8014,19167,49235,71739,53114,34654,56721,71398,54033,75127,43937,12064,59632,22058,2015
8015,21136,38005,31780,47083,30167,51484,39473,31911,45750,31551,17143,40560,22788,2015
8017,28672,40000,26250,41094,21964,48472,15417,29583,26250,34750,NA,25893,33000,2015
8019,7000,39500,49836,91964,25585,51385,27109,45110,60764,46667,26563,61833,25972,2015
8021,44375,33352,30833,30568,22557,41532,80515,33641,55093,27906,26250,30862,15417,2015
8023,21667,27344,21354,21591,18533,31667,NA,31298,60750,31050,30750,27303,35761,2015
8025,25766,32955,29500,3950,13613,44271,NA,38365,NA,21538,NA,44740,31875,2015
8027,43150,21140,6500,NA,23792,31875,NA,42000,103611,26202,"2,500-",45673,17368,2015
8029,21487,27739,32781,27212,12971,43795,34141,37806,31915,26649,20577,38333,15464,2015
8031,30635,33883,40961,44836,25177,36086,53730,51060,62322,41281,26686,56164,25958,2015
8033,12813,24063,29583,49375,22375,63839,NA,6250,NA,23750,17500,13750,32083,2015
8035,50677,53875,87000,78241,29495,63119,81202,72242,82960,42555,16287,70754,30977,2015
8037,29329,36536,37462,48900,30268,45664,45329,44564,52219,50876,31886,49375,39156,2015
8039,36029,41991,75536,71159,25960,53571,91779,63542,65784,37517,12917,69375,27500,2015
8041,16883,36617,49332,42244,21570,46294,40688,42116,65231,33237,19669,52329,23709,2015
8043,21500,26413,37548,31771,20801,37279,34464,30625,36544,23494,13611,45876,19548,2015
8045,30313,36150,31569,49559,23488,44943,46167,40846,44606,37865,20952,48045,21383,2015
8047,NA,26140,70952,80846,12593,37250,12386,19924,74155,37750,35000,56875,33125,2015
8049,41033,40491,37813,7414,24091,36071,47500,46107,25625,37324,31425,45471,34222,2015
8051,30238,26982,39063,58063,21494,39203,36910,41290,37219,15882,19357,39338,24893,2015
8053,24250,35357,NA,NA,20000,72813,24375,22813,46250,32059,41042,31875,16429,2015
8055,26364,20972,12404,NA,16452,43597,46000,44663,28750,28548,13214,34643,15000,2015
8057,32875,39250,47083,50833,15893,45735,NA,NA,NA,34643,26442,26688,21667,2015
8059,33649,41223,59548,51483,25798,49962,61008,49392,65557,39418,22272,62488,27912,2015
8061,24886,40192,43750,53333,22167,31528,31250,27857,13125,23906,17500,37083,13750,2015
8063,28556,35698,21987,41932,26316,31979,26458,32115,27292,20250,3125,33510,14597,2015
8065,21193,35668,38652,NA,20852,68750,NA,36125,36141,32542,28466,36283,9607,2015
8067,32406,36776,39450,40089,23660,49896,40424,40168,48607,38395,17248,55226,23594,2015
8069,24950,40345,53794,43300,20038,46542,39484,41804,52549,32905,11605,56104,21486,2015
8071,32273,30529,22381,17361,21174,59000,23000,30952,32813,27538,8333,40625,19844,2015
8073,31635,41500,61250,60688,15714,58636,NA,24688,83750,22986,31250,41964,11563,2015
8075,31531,40625,33561,38526,21021,46406,18750,26776,40218,31629,30344,44328,27390,2015
8077,24669,40239,30665,50924,21757,46667,30180,35776,39507,30695,7323,57029,22690,2015
8079,30625,41016,NA,NA,20114,27500,NA,21563,9722,14000,31750,21250,35583,2015
8081,18458,43750,63750,19940,23622,63056,50956,26964,21831,26046,16964,47083,14107,2015
8083,27441,37132,27269,45897,18577,41648,31204,26308,31804,29515,18937,45184,26472,2015
8085,30385,36070,27102,33214,20276,40546,30714,28750,37083,34493,24028,45321,21326,2015
8087,31293,31250,31702,40766,20720,50982,15682,30227,37679,27350,23214,43894,21268,2015
8089,22316,23485,34583,26583,18694,44430,35865,37163,32500,26250,22250,36544,12422,2015
8091,30758,29063,60417,NA,22946,40865,41833,33333,51923,30991,24500,44773,34773,2015
8093,16955,31318,41596,80357,25907,39188,41932,45978,41278,34834,26743,47424,14716,2015
8095,33958,47188,47250,36736,20147,35583,30804,42109,39375,28125,4375,34107,34643,2015
8097,15114,31919,140278,32071,28824,60473,37500,53299,45417,42500,30018,52703,24234,2015
8099,30703,26450,21355,74375,19813,41384,22153,46563,23958,26380,16083,43416,17083,2015
8101,25671,31973,46984,40524,21758,42056,28131,31875,40041,30756,16802,48699,17725,2015
8103,22500,40152,63000,84583,19293,56397,NA,42768,36250,30536,13611,53750,19531,2015
8105,23021,27351,35122,30781,22965,37348,23000,30439,32083,23327,41750,34940,15335,2015
8107,24129,43482,34063,43250,30018,41319,35893,32666,48601,40923,27405,45346,21408,2015
8109,20603,35486,19327,14833,19677,15662,67708,28750,36103,28158,27697,36500,18214,2015
8111,NA,19375,NA,NA,17500,NA,NA,NA,45417,28438,20625,13750,NA,2015
8113,48438,28438,31932,46458,30497,60592,30132,42100,61563,32083,25000,51838,26125,2015
8115,36116,22125,24327,27708,22500,27396,NA,19219,16875,30833,8000,43409,23333,2015
8117,22799,35729,49423,47147,29099,47759,43222,41266,56250,37025,21779,57500,35451,2015
8119,31568,35242,76985,37361,16189,51792,34813,41995,68125,35913,22757,59221,21695,2015
8121,29417,30714,29464,28359,16806,38214,50938,38750,55438,25431,45417,33375,18125,2015
8123,29767,38139,41176,46972,24809,48844,50288,40173,60407,32261,16766,52077,24493,2015
8125,31537,31699,20379,37009,25294,48250,41250,35968,38542,25492,12031,31250,30625,2015
9001,23223,40576,61857,63129,24181,51457,65262,100426,81764,42953,22152,65841,24941,2015
9003,15976,45093,54646,45437,21893,42382,53363,68378,65474,41145,20713,64790,27390,2015
9005,24179,46724,54653,53269,28125,46440,54135,53629,53511,42160,22380,64929,26427,2015
9007,35142,51760,62379,49045,24411,60054,52973,67646,65795,47362,25987,69318,29631,2015
9009,20000,42122,52074,48009,22885,48777,51711,52890,56464,42379,22051,64208,26090,2015
9011,27500,45313,69106,49452,21019,54027,42296,53519,66059,37019,28420,62852,23324,2015
9013,20681,47283,64015,49128,19461,44728,53027,66621,69722,37001,6676,70088,35024,2015
9015,17773,40197,47749,39248,24012,45726,45547,41491,60697,34291,28796,59943,27148,2015
10001,30976,38086,39773,35321,21027,42133,34886,40893,47828,34755,24045,45926,29886,2015
10003,30783,41677,63329,52830,23743,52144,47870,52314,61202,40592,17375,50162,23584,2015
10005,36563,36756,35197,37381,20877,39335,39902,40690,46507,35506,20446,45360,24526,2015
11001,40455,36717,61431,55013,21442,40288,66181,70861,77456,42340,34736,85784,52586,2015
12001,17338,31557,41977,35606,19035,33750,37394,37712,44623,35012,12006,41187,18434,2015
12003,32563,40203,43266,37311,22753,46460,55000,47546,49085,28533,35272,36270,27708,2015
12005,28000,30942,36468,42480,21434,37866,35028,38313,45797,31047,21832,50182,21310,2015
12007,100513,30774,49744,26771,27026,50091,12321,24300,56250,25543,11650,34001,13839,2015
12009,23851,30671,52054,37500,20488,41362,39110,35209,59879,33136,20894,48071,20752,2015
12011,18685,30677,41119,41430,22705,41730,48890,41941,46555,37071,24649,57008,20931,2015
12013,30282,33409,37708,36250,15645,38958,30729,29519,22105,32270,22292,33638,15452,2015
12015,24375,31541,34397,45050,17536,44426,29658,36272,35428,33509,15265,39313,20000,2015
12017,13750,30572,30553,45762,18677,42334,31146,33426,40526,30139,12334,37368,17807,2015
12019,30347,31092,48142,44482,20857,50745,47593,39106,44254,33504,20622,49950,21538,2015
12021,16361,31594,43407,32279,22823,35143,35677,48070,52495,34988,25537,47046,18461,2015
12023,24145,30237,33152,42339,20734,32363,23958,31083,28152,35710,12446,36974,24892,2015
12027,16827,25576,31375,18636,20737,34056,21392,30096,21932,25180,27321,31895,24123,2015
12029,30917,42019,35745,34063,26725,24420,9135,14425,22400,25189,9760,35088,27981,2015
12031,17072,30678,39282,41630,21447,39943,39987,43902,46634,35428,20603,46689,22188,2015
12033,34883,30953,34814,33730,21912,42191,32126,38071,45234,30895,16693,39861,20718,2015
12035,11529,30661,42309,37153,19193,37335,36721,31168,35014,33898,12585,40171,31000,2015
12037,28446,30625,45972,19559,17163,40083,30375,35913,42011,31789,14727,34100,18098,2015
12039,17049,30152,32022,30568,20043,37473,36667,32069,38708,29814,31688,37743,23650,2015
12041,17077,25154,33409,18395,16659,28173,73750,39531,33929,30441,40815,36064,28295,2015
12043,21528,36425,27467,30288,16111,38880,30272,15469,19313,33587,60718,41538,20245,2015
12045,50966,27417,61290,71563,15705,31279,13929,37953,50878,30571,15682,34777,17885,2015
12047,16111,42473,26691,28500,18929,22448,18317,42663,50417,29792,15729,32594,12083,2015
12049,16827,35655,27659,29034,17470,35208,NA,31207,38016,26116,20515,31875,19491,2015
12051,18024,26799,35774,17482,17442,27522,36964,27446,25417,32147,19702,33710,22192,2015
12053,29250,31443,34173,37599,22242,41339,35597,35474,36406,33719,16696,40627,21578,2015
12055,17958,26701,26428,40179,16048,42481,25707,31763,36017,30447,13482,34487,18521,2015
12057,15992,30450,40297,41202,21444,40995,49987,43027,56980,36168,21960,48565,22231,2015
12059,28636,33099,32337,26193,16694,42951,55536,24735,38103,32321,26250,35509,21494,2015
12061,25823,30521,38209,33280,17173,51506,42542,35391,45098,35098,21316,49635,20955,2015
12063,22303,25089,29182,27132,19236,30444,52772,24708,27361,30543,11154,34366,17517,2015
12065,31500,31492,53583,NA,20993,58750,17344,40926,36447,25838,15167,44095,21250,2015
12067,27422,33478,22450,28929,30022,31481,NA,15688,32042,45972,NA,35085,29219,2015
12069,23804,32453,35546,33964,18736,40569,37959,38224,42640,31873,30010,40825,21959,2015
12071,20513,29486,35712,40144,20954,38468,36348,35648,46977,35032,22983,44975,21477,2015
12073,27074,31991,40846,37788,15403,35267,40729,37387,53105,31430,12126,42934,24409,2015
12075,24390,27221,26059,21250,21202,32772,47159,31987,29688,29447,11260,35511,21306,2015
12077,34250,49821,62983,18705,25072,"2,500-",39250,51938,21892,27813,NA,35268,17813,2015
12079,28125,28895,27184,17292,18822,40368,20833,36464,21000,25388,18846,27764,31964,2015
12081,21046,30782,36787,36998,20661,35424,42974,42270,50824,35728,21109,42696,22119,2015
12083,20954,26889,31359,36185,20814,36788,34273,30694,35912,32156,20060,36335,20035,2015
12085,19660,28935,53664,51059,20018,50339,38333,50788,50054,39744,25888,54113,20890,2015
12086,16859,24189,28007,32922,20627,34067,41811,39707,44722,31837,22827,49231,17232,2015
12087,17477,30067,35292,29911,24163,49610,51654,36968,41397,35296,22409,50647,21720,2015
12089,36518,32015,52207,48698,17163,49650,30711,35161,41009,35523,20823,56250,20725,2015
12091,20927,28801,48163,31842,21316,38505,46302,32572,53882,36032,14783,51746,21601,2015
12093,22130,33314,25574,22941,18669,40641,28750,26263,46375,26855,22216,35642,20673,2015
12095,19565,29027,41186,38682,21104,33717,40134,37695,48470,35272,25277,45056,22460,2015
12097,31250,31036,30228,34804,19570,33705,41735,31377,41528,30734,22988,40700,20097,2015
12099,23383,31112,45773,45484,22694,45778,45251,45006,52955,35791,24574,54663,21743,2015
12101,21626,32147,43462,42497,22506,45319,48865,41938,45587,35379,18243,47746,22921,2015
12103,23241,31885,38493,42091,22579,41060,42505,41916,49891,36327,19970,50032,22048,2015
12105,18767,30181,35850,37512,23661,41293,36565,38560,41992,32320,24196,41365,21917,2015
12107,16826,30724,45389,32440,15047,36269,31316,37053,28510,27484,22266,36411,12948,2015
12109,20977,37479,59449,60069,24909,56920,45536,56422,62265,40092,16250,49461,25840,2015
12111,22714,31385,40240,34261,23726,44352,41686,36454,36627,31767,21229,44792,19382,2015
12113,37000,32467,50120,45215,20429,45777,40525,37583,54438,34649,12727,45637,23873,2015
12115,24504,31895,37823,44295,22963,39693,37685,40743,45870,34230,22071,41774,23097,2015
12117,31813,31955,50081,42332,21532,50372,52472,44183,50221,36672,22853,46753,23009,2015
12119,26389,30378,47083,31542,16448,42393,61329,28844,34440,26933,9362,38325,11857,2015
12121,24708,30152,22539,22330,20590,41085,30625,26577,45417,28160,10474,33928,25092,2015
12123,32259,31797,31185,18750,21379,37159,NA,21489,36321,28180,NA,31211,17969,2015
12125,33750,33958,34083,41046,22475,32101,41458,32773,42500,29514,6029,33368,21050,2015
12127,19852,29544,34540,35280,20630,41849,32866,31666,41129,32448,24090,40510,20412,2015
12129,22632,29808,36012,33750,28457,42736,36875,31636,31772,36838,30417,39918,27298,2015
12131,42716,28506,36354,27891,22717,36854,80106,32353,55330,33198,30143,41276,30508,2015
12133,17344,30035,42102,48407,23045,45625,50982,25083,41500,30534,21061,30424,18929,2015
13001,24514,32917,28651,12056,17986,42098,26429,40313,71765,32391,NA,32813,20972,2015
13003,14665,19630,31210,24694,24224,33980,NA,35125,40341,17037,NA,28565,9563,2015
13005,20729,31536,26528,37279,26034,39432,40508,27202,50341,24572,NA,32350,11908,2015
13007,28523,36250,42596,30417,13510,23036,NA,35547,45909,40139,10583,25481,41806,2015
13009,12226,25791,34263,9307,17455,41154,41900,29614,36071,27170,7113,30000,11760,2015
13011,32344,26196,33620,40882,16753,35813,30417,38790,43780,24922,33015,34554,25385,2015
13013,9868,33496,33613,41038,24333,47884,37865,41851,41374,32292,11875,46086,27022,2015
13015,17333,29669,37182,50442,20942,42116,40045,33947,40267,34821,21226,38603,19106,2015
13017,26377,38945,36000,22625,11579,31861,31917,31445,38327,23654,NA,32800,14602,2015
13019,22750,26827,28868,40521,24339,50104,31250,29643,46875,30795,4423,29505,26875,2015
13021,27164,28193,35276,36828,17878,36424,31972,39807,44846,30699,18112,42472,22946,2015
13023,21932,30769,29207,67604,23750,22695,NA,21031,48594,28173,NA,46332,11959,2015
13025,23826,40165,29692,28942,17234,41641,25724,30955,50536,25022,19351,34159,19792,2015
13027,25298,28590,28529,37396,25915,27303,37917,31538,12750,25481,NA,36756,25960,2015
13029,16400,35245,57500,67727,24816,43688,24432,25898,36607,40257,11859,45625,24312,2015
13031,19160,27735,31370,32414,16332,45143,61250,30566,35450,27117,17015,33535,18208,2015
13033,23291,37110,32708,38472,20707,49471,69750,32271,36071,25903,NA,37330,13036,2015
13035,14783,36613,34444,26290,16962,46509,55455,38287,75227,24460,NA,37828,19504,2015
13037,14650,18750,24551,31161,10208,31250,19375,25781,16645,28897,NA,26691,11750,2015
13039,19750,41014,47377,26678,22928,38688,26315,22043,44477,32432,11500,40895,20950,2015
13043,25625,16637,31522,"2,500-",19258,46771,50192,29453,42188,26010,42153,30664,14145,2015
13045,22135,30618,40110,42340,20262,42098,33357,34352,42358,31164,12423,43262,14738,2015
13047,36520,31024,36460,36382,21564,50030,47537,40047,40179,32214,17143,35440,20110,2015
13049,11603,34583,29781,28864,14900,51908,10455,40111,32063,23161,NA,45227,16157,2015
13051,20048,30820,51004,39408,21459,33378,39075,37200,42888,34879,13196,40365,22560,2015
13053,NA,26170,29938,28719,11048,46905,21793,36458,96000,27269,16591,42102,32941,2015
13055,18750,28833,30890,42083,16728,41030,63304,29583,22679,28576,23333,31968,21078,2015
13057,32596,37369,49150,59483,23163,50794,73875,50453,70680,38701,20830,53871,21545,2015
13059,11616,22232,28651,36875,13100,26280,29223,31166,31535,27873,15265,36289,16485,2015
13061,18000,18839,22935,NA,14375,21875,NA,18693,31250,21250,NA,53750,5000,2015
13063,22520,25221,27088,30544,19731,35654,42690,32911,37293,31769,17156,42379,17122,2015
13065,30774,26083,30474,NA,13750,32250,75536,51719,22813,35953,17222,26116,16875,2015
13067,26596,28911,52397,50608,25063,49217,59847,52481,66541,39934,21922,50843,22900,2015
13069,21719,26192,26042,35244,27121,37745,22049,24385,28851,30222,25610,31479,13299,2015
13071,14741,26594,24757,30338,21270,36794,19722,19304,32500,30214,14250,34162,18079,2015
13073,11915,37792,56602,51260,19445,70611,36536,38821,57111,43028,15947,60388,27397,2015
13075,24808,29635,31418,30461,25361,34364,24167,26500,27348,27392,19485,31144,14955,2015
13077,22216,39607,42234,45489,25148,59985,64609,51250,55051,37447,7271,45578,27380,2015
13079,31036,34200,36279,51250,24554,61985,61034,32969,60536,25012,25438,44277,27734,2015
13081,31307,22250,35739,39522,16333,33672,26027,23431,31705,28024,NA,37063,14342,2015
13083,30341,36146,35551,52045,15318,39706,23750,33036,44208,19055,25136,28750,26938,2015
13085,10278,31274,31091,55357,15279,68382,35536,41020,82109,37609,23056,43494,25197,2015
13087,25891,31230,30084,29792,21538,32175,31964,25802,36842,27210,NA,35712,20625,2015
13089,20551,24353,34356,44233,22326,37045,60690,49119,66608,39194,20746,52251,23625,2015
13091,22229,27917,22205,56813,12708,45813,9545,30682,45982,35929,NA,34225,21295,2015
13093,40164,23790,22548,17071,14315,34323,NA,18542,11667,21667,11667,35664,8721,2015
13095,14760,28388,31778,28824,16153,35199,38611,36677,48250,27166,22597,39097,19185,2015
13097,50024,36755,41023,45609,22359,41748,51835,44229,45500,38297,16049,50643,23503,2015
13099,45484,26250,26369,37639,22031,41711,"2,500-",26811,27872,29269,NA,32105,29167,2015
13101,12289,23864,25893,13125,26554,47717,NA,33056,27721,31563,NA,34792,34464,2015
13103,36726,30484,58972,50532,20745,46184,50339,31843,38600,35716,12083,42032,30057,2015
13105,14313,21528,26227,47019,18515,54559,35000,31438,26042,26946,48750,30000,16172,2015
13107,32304,25188,26130,46250,20355,31921,22273,31250,51250,25565,33542,31169,16218,2015
13109,21490,28636,26892,38571,26149,35208,31563,36875,30759,36019,4402,32500,32832,2015
13111,24125,31214,31287,41528,14516,43083,53125,30248,26917,32467,10991,35274,15182,2015
13113,48214,36305,65313,52824,21146,73918,64808,51458,59016,38908,9817,53434,21310,2015
13115,16563,30135,33799,37478,16083,44951,32431,32119,53045,30416,17917,35938,16878,2015
13117,16288,35326,72067,61384,27299,50871,86431,64134,81137,41851,11371,51910,21467,2015
13119,27383,31078,27426,29543,20469,31722,41607,30385,32200,26250,16917,33772,20000,2015
13121,30216,31334,60339,53142,24567,36863,68737,61769,72059,38713,23068,49562,27346,2015
13123,18571,25264,26482,35739,16291,53036,56181,34167,36167,30298,39545,35850,16292,2015
13125,23438,30000,32500,NA,27857,41198,NA,27500,11442,20676,NA,33750,22222,2015
13127,28750,34031,42708,37470,20461,31203,42818,37946,49564,34593,28383,43859,15568,2015
13129,22138,27608,31551,36494,17937,31801,41111,31369,47750,31860,25250,32353,18531,2015
13131,21161,25313,27255,46970,15183,28500,32912,36402,40556,26843,23750,32361,23667,2015
13133,30017,20556,27074,24750,16840,41071,22112,59018,43063,28632,12303,34042,13446,2015
13135,20358,26843,44274,46732,24010,39903,60474,44114,59855,37160,18134,53944,22410,2015
13137,27065,29193,31377,38796,18301,40563,29674,31015,39865,24906,9605,34479,22465,2015
13139,24137,26138,30114,37908,22362,41626,56064,40939,52106,32458,23260,37430,22133,2015
13141,14800,27969,17067,23420,11563,32438,70250,36875,NA,17375,21528,27391,40625,2015
13143,30438,33006,32542,62620,17712,43234,71940,31179,45608,34764,15942,36729,25077,2015
13145,16349,29057,36059,50833,25035,32361,41398,68016,57731,41238,7465,53359,23005,2015
13147,25856,25344,32216,30156,28555,32109,50714,26364,26483,26557,NA,27268,19688,2015
13149,26364,42639,36171,53616,16833,34409,33636,24403,41912,30458,8125,37955,22056,2015
13151,23155,36020,40496,41703,23817,49167,51667,38865,49757,38382,10877,50446,26676,2015
13153,31335,25103,37273,27826,20354,46172,41504,37652,48099,30990,14318,54599,19854,2015
